receta;og_bom;og_vgb;delta_og;fg_bom;fg_vgb;delta_fg;ibu;color;abv;coincide
PORTER 2026;1.056;1.0556;-0.0004;1.014;1.0139;-0.0001;28.2;36.6;5.47;si
